P0,Q0,A9
P1,Q0,A9
P2,Q0,A9
P3,Q0,A9
P4,Q0,A9
P5,Q0,A9
P6,Q0,A9
P7,Q0,A9
P8,Q0,A9
P0,Q1,A9
P1,Q1,A9
P2,Q1,A9
P3,Q1,A9
P4,Q1,A9
P5,Q1,A9
P6,Q1,A9
P7,Q1,A9
P8,Q1,A9
P0,Q2,A9
P1,Q2,A9
P2,Q2,A9
P3,Q2,A9
P4,Q2,A9
P5,Q2,A9
P6,Q2,A9
P7,Q2,A9
P8,Q2,A9
P0,Q3,A9
P1,Q3,A9
P2,Q3,A9
P3,Q3,A9
P4,Q3,A9
P5,Q3,A9
P6,Q3,A9
P7,Q3,A9
P8,Q3,A9
P0,Q4,A5
P1,Q4,A5
P2,Q4,A5
P3,Q4,A10
P4,Q4,A5
P5,Q4,A5
P6,Q4,A5
P7,Q4,A5
P8,Q4,A5
P0,Q5,A5
P1,Q5,A5
P2,Q5,A5
P3,Q5,A10
P4,Q5,A5
P5,Q5,A5
P6,Q5,A5
P7,Q5,A5
P8,Q5,A5
P0,Q6,A5
P1,Q6,A5
P2,Q6,A5
P3,Q6,A5
P4,Q6,A5
P5,Q6,A5
P6,Q6,A5
P7,Q6,A5
P8,Q6,A5
P0,Q7,A2
P1,Q7,A12
P2,Q7,A12
P3,Q7,A0
P4,Q7,A1
P5,Q7,A7
P6,Q7,A0
P7,Q7,A12
P8,Q7,A12
P0,Q8,A12
P1,Q8,A12
P2,Q8,A12
P3,Q8,A0
P4,Q8,A12
P5,Q8,A1
P6,Q8,A12
P7,Q8,A12
P8,Q8,A12
P0,Q9,A19
P1,Q9,A19
P2,Q9,A19
P3,Q9,A19
P4,Q9,A19
P5,Q9,A4
P6,Q9,A19
P7,Q9,A19
P8,Q9,A19
P0,Q10,A19
P1,Q10,A19
P2,Q10,A19
P3,Q10,A19
P4,Q10,A19
P5,Q10,A19
P6,Q10,A19
P7,Q10,A19
P8,Q10,A19
P0,Q11,A19
P1,Q11,A19
P2,Q11,A19
P3,Q11,A19
P4,Q11,A19
P5,Q11,A19
P6,Q11,A19
P7,Q11,A19
P8,Q11,A19
P0,Q12,A10
P1,Q12,A10
P2,Q12,A10
P3,Q12,A10
P4,Q12,A10
P5,Q12,A10
P6,Q12,A10
P7,Q12,A10
P8,Q12,A10
P0,Q13,A10
P1,Q13,A10
P2,Q13,A10
P3,Q13,A10
P4,Q13,A10
P5,Q13,A10
P6,Q13,A10
P7,Q13,A10
P8,Q13,A10
P0,Q14,A10
P1,Q14,A10
P2,Q14,A10
P3,Q14,A10
P4,Q14,A10
P5,Q14,A10
P6,Q14,A10
P7,Q14,A10
P8,Q14,A10
P0,Q15,A10
P1,Q15,A10
P2,Q15,A10
P3,Q15,A10
P4,Q15,A10
P5,Q15,A10
P6,Q15,A10
P7,Q15,A10
P8,Q15,A10
P0,Q16,A10
P1,Q16,A10
P2,Q16,A10
P3,Q16,A10
P4,Q16,A10
P5,Q16,A10
P6,Q16,A10
P7,Q16,A10
P8,Q16,A10
P0,Q17,A7
P1,Q17,A7
P2,Q17,A7
P3,Q17,A9
P4,Q17,A7
P5,Q17,A5
P6,Q17,A7
P7,Q17,A7
P8,Q17,A7
P0,Q18,A7
P1,Q18,A7
P2,Q18,A7
P3,Q18,A7
P4,Q18,A7
P5,Q18,A7
P6,Q18,A7
P7,Q18,A7
P8,Q18,A7
P0,Q19,A7
P1,Q19,A7
P2,Q19,A7
P3,Q19,A7
P4,Q19,A7
P5,Q19,A10
P6,Q19,A7
P7,Q19,A7
P8,Q19,A7
P0,Q20,A15
P1,Q20,A15
P2,Q20,A15
P3,Q20,A10
P4,Q20,A15
P5,Q20,A15
P6,Q20,A15
P7,Q20,A15
P8,Q20,A15
P0,Q21,A15
P1,Q21,A15
P2,Q21,A15
P3,Q21,A10
P4,Q21,A15
P5,Q21,A4
P6,Q21,A15
P7,Q21,A15
P8,Q21,A15
P0,Q22,A0
P1,Q22,A0
P2,Q22,A0
P3,Q22,A0
P4,Q22,A0
P5,Q22,A0
P6,Q22,A0
P7,Q22,A0
P8,Q22,A0
P0,Q23,A0
P1,Q23,A0
P2,Q23,A0
P3,Q23,A0
P4,Q23,A0
P5,Q23,A0
P6,Q23,A0
P7,Q23,A0
P8,Q23,A0
P0,Q24,A0
P1,Q24,A0
P2,Q24,A0
P3,Q24,A0
P4,Q24,A0
P5,Q24,A0
P6,Q24,A0
P7,Q24,A0
P8,Q24,A0
P0,Q25,A0
P1,Q25,A0
P2,Q25,A0
P3,Q25,A0
P4,Q25,A0
P5,Q25,A0
P6,Q25,A0
P7,Q25,A0
P8,Q25,A0
P0,Q26,A11
P1,Q26,A11
P2,Q26,A11
P3,Q26,A11
P4,Q26,A11
P5,Q26,A11
P6,Q26,A11
P7,Q26,A11
P8,Q26,A11
P0,Q27,A11
P1,Q27,A11
P2,Q27,A11
P3,Q27,A11
P4,Q27,A11
P5,Q27,A11
P6,Q27,A11
P7,Q27,A11
P8,Q27,A11
P0,Q28,A11
P1,Q28,A11
P2,Q28,A11
P3,Q28,A11
P4,Q28,A11
P5,Q28,A11
P6,Q28,A11
P7,Q28,A11
P8,Q28,A11
P0,Q29,A16
P1,Q29,A16
P2,Q29,A16
P3,Q29,A11
P4,Q29,A16
P5,Q29,A11
P6,Q29,A16
P7,Q29,A16
P8,Q29,A16
P0,Q30,A16
P1,Q30,A16
P2,Q30,A16
P3,Q30,A11
P4,Q30,A16
P5,Q30,A11
P6,Q30,A16
P7,Q30,A16
P8,Q30,A16
P0,Q31,A1
P1,Q31,A1
P2,Q31,A1
P3,Q31,A1
P4,Q31,A1
P5,Q31,A1
P6,Q31,A1
P7,Q31,A1
P8,Q31,A1
P0,Q32,A11
P1,Q32,A1
P2,Q32,A1
P3,Q32,A1
P4,Q32,A1
P5,Q32,A7
P6,Q32,A4
P7,Q32,A11
P8,Q32,A1
P0,Q33,A1
P1,Q33,A1
P2,Q33,A1
P3,Q33,A1
P4,Q33,A1
P5,Q33,A1
P6,Q33,A1
P7,Q33,A1
P8,Q33,A1
P0,Q34,A1
P1,Q34,A1
P2,Q34,A1
P3,Q34,A0
P4,Q34,A1
P5,Q34,A1
P6,Q34,A1
P7,Q34,A1
P8,Q34,A1
P0,Q35,A17
P1,Q35,A17
P2,Q35,A17
P3,Q35,A10
P4,Q35,A17
P5,Q35,A17
P6,Q35,A17
P7,Q35,A17
P8,Q35,A17
P0,Q36,A17
P1,Q36,A17
P2,Q36,A17
P3,Q36,A17
P4,Q36,A17
P5,Q36,A17
P6,Q36,A17
P7,Q36,A17
P8,Q36,A17
P0,Q37,A2
P1,Q37,A2
P2,Q37,A2
P3,Q37,A2
P4,Q37,A2
P5,Q37,A2
P6,Q37,A2
P7,Q37,A2
P8,Q37,A2
P0,Q38,A2
P1,Q38,A2
P2,Q38,A2
P3,Q38,A2
P4,Q38,A2
P5,Q38,A2
P6,Q38,A2
P7,Q38,A2
P8,Q38,A2
P0,Q39,A2
P1,Q39,A2
P2,Q39,A2
P3,Q39,A2
P4,Q39,A2
P5,Q39,A2
P6,Q39,A2
P7,Q39,A2
P8,Q39,A2
P0,Q40,A6
P1,Q40,A6
P2,Q40,A6
P3,Q40,A10
P4,Q40,A6
P5,Q40,A5
P6,Q40,A7
P7,Q40,A6
P8,Q40,A6
P0,Q41,A6
P1,Q41,A6
P2,Q41,A6
P3,Q41,A3
P4,Q41,A6
P5,Q41,A17
P6,Q41,A6
P7,Q41,A6
P8,Q41,A6
P0,Q42,A13
P1,Q42,A13
P2,Q42,A13
P3,Q42,A19
P4,Q42,A13
P5,Q42,A10
P6,Q42,A13
P7,Q42,A13
P8,Q42,A13
P0,Q43,A13
P1,Q43,A13
P2,Q43,A13
P3,Q43,A2
P4,Q43,A13
P5,Q43,A13
P6,Q43,A13
P7,Q43,A13
P8,Q43,A13
P0,Q44,A13
P1,Q44,A13
P2,Q44,A13
P3,Q44,A3
P4,Q44,A13
P5,Q44,A10
P6,Q44,A13
P7,Q44,A13
P8,Q44,A13
P0,Q45,A14
P1,Q45,A14
P2,Q45,A14
P3,Q45,A14
P4,Q45,A14
P5,Q45,A14
P6,Q45,A14
P7,Q45,A14
P8,Q45,A14
P0,Q46,A14
P1,Q46,A14
P2,Q46,A14
P3,Q46,A14
P4,Q46,A14
P5,Q46,A14
P6,Q46,A14
P7,Q46,A14
P8,Q46,A14
P0,Q47,A4
P1,Q47,A4
P2,Q47,A4
P3,Q47,A10
P4,Q47,A4
P5,Q47,A4
P6,Q47,A4
P7,Q47,A4
P8,Q47,A4
P0,Q48,A4
P1,Q48,A4
P2,Q48,A4
P3,Q48,A11
P4,Q48,A4
P5,Q48,A4
P6,Q48,A4
P7,Q48,A4
P8,Q48,A4
P0,Q49,A4
P1,Q49,A4
P2,Q49,A4
P3,Q49,A11
P4,Q49,A4
P5,Q49,A4
P6,Q49,A4
P7,Q49,A4
P8,Q49,A4
P0,Q50,A8
P1,Q50,A8
P2,Q50,A8
P3,Q50,A9
P4,Q50,A8
P5,Q50,A9
P6,Q50,A8
P7,Q50,A8
P8,Q50,A8
P0,Q51,A8
P1,Q51,A8
P2,Q51,A8
P3,Q51,A9
P4,Q51,A8
P5,Q51,A9
P6,Q51,A8
P7,Q51,A8
P8,Q51,A8
P0,Q52,A3
P1,Q52,A3
P2,Q52,A3
P3,Q52,A3
P4,Q52,A3
P5,Q52,A3
P6,Q52,A3
P7,Q52,A3
P8,Q52,A3
P0,Q53,A3
P1,Q53,A3
P2,Q53,A3
P3,Q53,A3
P4,Q53,A3
P5,Q53,A3
P6,Q53,A3
P7,Q53,A3
P8,Q53,A3
P0,Q54,A3
P1,Q54,A3
P2,Q54,A3
P3,Q54,A3
P4,Q54,A3
P5,Q54,A3
P6,Q54,A3
P7,Q54,A3
P8,Q54,A3
P0,Q55,A3
P1,Q55,A3
P2,Q55,A3
P3,Q55,A3
P4,Q55,A3
P5,Q55,A3
P6,Q55,A3
P7,Q55,A3
P8,Q55,A3
P0,Q56,A18
P1,Q56,A18
P2,Q56,A18
P3,Q56,A17
P4,Q56,A18
P5,Q56,A17
P6,Q56,A18
P7,Q56,A18
P8,Q56,A18
P0,Q57,A18
P1,Q57,A18
P2,Q57,A18
P3,Q57,A17
P4,Q57,A18
P5,Q57,A17
P6,Q57,A18
P7,Q57,A18
P8,Q57,A18
P0,Q58,A9
P1,Q58,A9
P2,Q58,A9
P3,Q58,A9
P4,Q58,A9
P5,Q58,A9
P6,Q58,A9
P7,Q58,A9
P8,Q58,A9
P0,Q59,A9
P1,Q59,A9
P2,Q59,A9
P3,Q59,A9
P4,Q59,A9
P5,Q59,A9
P6,Q59,A9
P7,Q59,A9
P8,Q59,A9
P0,Q60,A9
P1,Q60,A9
P2,Q60,A9
P3,Q60,A9
P4,Q60,A9
P5,Q60,A9
P6,Q60,A9
P7,Q60,A9
P8,Q60,A9
P0,Q61,A9
P1,Q61,A9
P2,Q61,A9
P3,Q61,A9
P4,Q61,A9
P5,Q61,A9
P6,Q61,A9
P7,Q61,A9
P8,Q61,A9
P0,Q62,A5
P1,Q62,A5
P2,Q62,A5
P3,Q62,A10
P4,Q62,A5
P5,Q62,A15
P6,Q62,A5
P7,Q62,A5
P8,Q62,A5
P0,Q63,A5
P1,Q63,A5
P2,Q63,A5
P3,Q63,A10
P4,Q63,A5
P5,Q63,A5
P6,Q63,A5
P7,Q63,A5
P8,Q63,A5
P0,Q64,A5
P1,Q64,A5
P2,Q64,A5
P3,Q64,A5
P4,Q64,A5
P5,Q64,A7
P6,Q64,A5
P7,Q64,A5
P8,Q64,A5
P0,Q65,A12
P1,Q65,A12
P2,Q65,A12
P3,Q65,A0
P4,Q65,A12
P5,Q65,A12
P6,Q65,A19
P7,Q65,A12
P8,Q65,A12
P0,Q66,A12
P1,Q66,A12
P2,Q66,A12
P3,Q66,A0
P4,Q66,A12
P5,Q66,A12
P6,Q66,A12
P7,Q66,A12
P8,Q66,A12
P0,Q67,A19
P1,Q67,A19
P2,Q67,A19
P3,Q67,A19
P4,Q67,A19
P5,Q67,A4
P6,Q67,A19
P7,Q67,A19
P8,Q67,A19
P0,Q68,A19
P1,Q68,A19
