P0,Q0,A1
P1,Q0,A0
P2,Q0,A1
P3,Q0,A1
P4,Q0,A1
P5,Q0,A1
P6,Q0,A1
P7,Q0,A0
P8,Q0,A1
P9,Q0,A1
P10,Q0,A1
P0,Q1,A0
P1,Q1,A0
P2,Q1,A0
P3,Q1,A0
P4,Q1,A0
P5,Q1,A0
P6,Q1,A0
P7,Q1,A0
P8,Q1,A0
P9,Q1,A0
P10,Q1,A0
P0,Q2,A0
P1,Q2,A0
P2,Q2,A0
P3,Q2,A0
P4,Q2,A0
P5,Q2,A0
P6,Q2,A0
P7,Q2,A0
P8,Q2,A0
P9,Q2,A0
P10,Q2,A0
P0,Q3,A0
P1,Q3,A0
P2,Q3,A0
P3,Q3,A0
P4,Q3,A0
P5,Q3,A0
P6,Q3,A0
P7,Q3,A0
P8,Q3,A0
P9,Q3,A0
P10,Q3,A0
P0,Q4,A0
P1,Q4,A0
P2,Q4,A0
P3,Q4,A0
P4,Q4,A0
P5,Q4,A0
P6,Q4,A0
P7,Q4,A0
P8,Q4,A0
P9,Q4,A0
P10,Q4,A0
P0,Q5,A1
P1,Q5,A0
P2,Q5,A1
P3,Q5,A1
P4,Q5,A1
P5,Q5,A1
P6,Q5,A1
P7,Q5,A0
P8,Q5,A1
P9,Q5,A1
P10,Q5,A1
P0,Q6,A0
P1,Q6,A0
P2,Q6,A0
P3,Q6,A0
P4,Q6,A0
P5,Q6,A0
P6,Q6,A0
P7,Q6,A0
P8,Q6,A0
P9,Q6,A0
P10,Q6,A0
P0,Q7,A0
P1,Q7,A0
P2,Q7,A1
P3,Q7,A0
P4,Q7,A1
P5,Q7,A1
P6,Q7,A0
P7,Q7,A1
P8,Q7,A1
P9,Q7,A1
P10,Q7,A0
P0,Q8,A0
P1,Q8,A0
P2,Q8,A0
P3,Q8,A0
P4,Q8,A0
P5,Q8,A0
P6,Q8,A0
P7,Q8,A1
P8,Q8,A0
P9,Q8,A0
P10,Q8,A0
P0,Q9,A0
P1,Q9,A0
P2,Q9,A0
P3,Q9,A0
P4,Q9,A0
P5,Q9,A0
P6,Q9,A0
P7,Q9,A0
P8,Q9,A0
P9,Q9,A0
P10,Q9,A0
P0,Q10,A0
P1,Q10,A0
P2,Q10,A1
P3,Q10,A0
P4,Q10,A1
P5,Q10,A1
P6,Q10,A0
P7,Q10,A0
P8,Q10,A1
P9,Q10,A1
P10,Q10,A0
P0,Q11,A1
P1,Q11,A0
P2,Q11,A1
P3,Q11,A0
P4,Q11,A1
P5,Q11,A1
P6,Q11,A0
P7,Q11,A0
P8,Q11,A1
P9,Q11,A1
P10,Q11,A0
P0,Q12,A0
P1,Q12,A0
P2,Q12,A0
P3,Q12,A0
P4,Q12,A0
P5,Q12,A0
P6,Q12,A0
P7,Q12,A0
P8,Q12,A0
P9,Q12,A0
P10,Q12,A0
P0,Q13,A1
P1,Q13,A0
P2,Q13,A1
P3,Q13,A1
P4,Q13,A1
P5,Q13,A1
P6,Q13,A1
P7,Q13,A0
P8,Q13,A1
P9,Q13,A1
P10,Q13,A1
P0,Q14,A0
P1,Q14,A0
P2,Q14,A0
P3,Q14,A0
P4,Q14,A0
P5,Q14,A0
P6,Q14,A0
P7,Q14,A0
P8,Q14,A0
P9,Q14,A0
P10,Q14,A0
P0,Q15,A0
P1,Q15,A0
P2,Q15,A0
P3,Q15,A0
P4,Q15,A0
P5,Q15,A0
P6,Q15,A0
P7,Q15,A0
P8,Q15,A0
P9,Q15,A0
P10,Q15,A0
P0,Q16,A0
P1,Q16,A1
P2,Q16,A1
P3,Q16,A0
P4,Q16,A1
P5,Q16,A0
P6,Q16,A0
P7,Q16,A1
P8,Q16,A1
P9,Q16,A1
P10,Q16,A1
P0,Q17,A0
P1,Q17,A0
P2,Q17,A0
P3,Q17,A0
P4,Q17,A0
P5,Q17,A0
P6,Q17,A0
P7,Q17,A0
P8,Q17,A0
P9,Q17,A0
P10,Q17,A0
P0,Q18,A0
P1,Q18,A0
P2,Q18,A2
P3,Q18,A0
P4,Q18,A2
P5,Q18,A2
P6,Q18,A1
P7,Q18,A1
P8,Q18,A2
P9,Q18,A2
P10,Q18,A1
P0,Q19,A0
P1,Q19,A0
P2,Q19,A0
P3,Q19,A0
P4,Q19,A0
P5,Q19,A0
P6,Q19,A0
P7,Q19,A0
P8,Q19,A0
P9,Q19,A0
P10,Q19,A0
P0,Q20,A0
P1,Q20,A0
P2,Q20,A0
P3,Q20,A0
P4,Q20,A1
P5,Q20,A0
P6,Q20,A0
P7,Q20,A0
P8,Q20,A0
P9,Q20,A0
P10,Q20,A0
P0,Q21,A0
P1,Q21,A0
P2,Q21,A0
P3,Q21,A0
P4,Q21,A0
P5,Q21,A0
P6,Q21,A0
P7,Q21,A0
P8,Q21,A0
P9,Q21,A0
P10,Q21,A0
P0,Q22,A0
P1,Q22,A0
P2,Q22,A1
P3,Q22,A0
P4,Q22,A0
P5,Q22,A0
P6,Q22,A0
P7,Q22,A0
P8,Q22,A0
P9,Q22,A0
P10,Q22,A0
P0,Q23,A0
P1,Q23,A0
P2,Q23,A0
P3,Q23,A0
P4,Q23,A0
P5,Q23,A0
P6,Q23,A0
P7,Q23,A1
P8,Q23,A0
P9,Q23,A0
P10,Q23,A0
P0,Q24,A0
P1,Q24,A0
P2,Q24,A0
P3,Q24,A0
P4,Q24,A0
P5,Q24,A0
P6,Q24,A0
P7,Q24,A0
P8,Q24,A0
P9,Q24,A0
P10,Q24,A0
P0,Q25,A0
P1,Q25,A0
P2,Q25,A1
P3,Q25,A0
P4,Q25,A0
P5,Q25,A1
P6,Q25,A0
P7,Q25,A0
P8,Q25,A1
P9,Q25,A1
P10,Q25,A4
P0,Q26,A0
P1,Q26,A0
P2,Q26,A0
P3,Q26,A0
P4,Q26,A0
P5,Q26,A0
P6,Q26,A0
P7,Q26,A0
P8,Q26,A0
P9,Q26,A0
P10,Q26,A0
P0,Q27,A0
P1,Q27,A4
P2,Q27,A4
P3,Q27,A0
P4,Q27,A0
P5,Q27,A0
P6,Q27,A4
P7,Q27,A0
P8,Q27,A4
P9,Q27,A4
P10,Q27,A4
P0,Q28,A0
P1,Q28,A0
P2,Q28,A0
P3,Q28,A0
P4,Q28,A0
P5,Q28,A0
P6,Q28,A0
P7,Q28,A0
P8,Q28,A0
P9,Q28,A0
P10,Q28,A0
P0,Q29,A0
P1,Q29,A0
P2,Q29,A1
P3,Q29,A0
P4,Q29,A0
P5,Q29,A0
P6,Q29,A0
P7,Q29,A0
P8,Q29,A0
P9,Q29,A0
P10,Q29,A1
P0,Q30,A0
P1,Q30,A4
P2,Q30,A0
P3,Q30,A0
P4,Q30,A0
P5,Q30,A4
P6,Q30,A0
P7,Q30,A0
P8,Q30,A0
P9,Q30,A0
P10,Q30,A4
P0,Q31,A0
P1,Q31,A0
P2,Q31,A0
P3,Q31,A0
P4,Q31,A0
P5,Q31,A0
P6,Q31,A0
P7,Q31,A0
P8,Q31,A1
P9,Q31,A0
P10,Q31,A0
P0,Q32,A0
P1,Q32,A0
P2,Q32,A0
P3,Q32,A0
P4,Q32,A0
P5,Q32,A0
P6,Q32,A1
P7,Q32,A0
P8,Q32,A0
P9,Q32,A0
P10,Q32,A0
P0,Q33,A0
P1,Q33,A0
P2,Q33,A1
P3,Q33,A0
P4,Q33,A1
P5,Q33,A1
P6,Q33,A0
P7,Q33,A0
P8,Q33,A1
P9,Q33,A1
P10,Q33,A0
P0,Q34,A1
P1,Q34,A1
P2,Q34,A1
P3,Q34,A1
P4,Q34,A1
P5,Q34,A1
P6,Q34,A0
P7,Q34,A1
P8,Q34,A1
P9,Q34,A1
P10,Q34,A0
P0,Q35,A0
P1,Q35,A4
P2,Q35,A0
P3,Q35,A0
P4,Q35,A0
P5,Q35,A4
P6,Q35,A4
P7,Q35,A0
P8,Q35,A0
P9,Q35,A0
P10,Q35,A0
P0,Q36,A1
P1,Q36,A0
P2,Q36,A0
P3,Q36,A1
P4,Q36,A1
P5,Q36,A1
P6,Q36,A0
P7,Q36,A1
P8,Q36,A1
P9,Q36,A1
P10,Q36,A1
P0,Q37,A0
P1,Q37,A0
P2,Q37,A1
P3,Q37,A0
P4,Q37,A0
P5,Q37,A1
P6,Q37,A1
P7,Q37,A1
P8,Q37,A1
P9,Q37,A0
P10,Q37,A0
P0,Q38,A0
P1,Q38,A0
P2,Q38,A0
P3,Q38,A0
P4,Q38,A0
P5,Q38,A0
P6,Q38,A0
P7,Q38,A0
P8,Q38,A0
P9,Q38,A0
P10,Q38,A0
P0,Q39,A0
P1,Q39,A0
P2,Q39,A0
P3,Q39,A0
P4,Q39,A0
P5,Q39,A0
P6,Q39,A0
P7,Q39,A0
P8,Q39,A0
P9,Q39,A0
P10,Q39,A0
P0,Q40,A0
P1,Q40,A0
P2,Q40,A0
P3,Q40,A0
P4,Q40,A0
P5,Q40,A0
P6,Q40,A0
P7,Q40,A0
P8,Q40,A0
P9,Q40,A0
P10,Q40,A0
P0,Q41,A0
P1,Q41,A0
P2,Q41,A0
P3,Q41,A0
P4,Q41,A0
